"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.319588529E0,-5.717940331E-1,-1.067521095E0,-4.095400274E-1,1.278386772E0
5.327614510E0,-3.800277710E-1,-9.720983505E-1,-3.392901123E-1,1.097503572E0
5.335671009E0,-1.683530807E-1,-8.767747879E-1,-1.989104599E-1,9.146814525E-1
5.343696990E0,-2.070522308E-2,-7.609593868E-1,-2.062192559E-2,7.615202942E-1
5.351722971E0,1.937818527E-1,-5.953876972E-1,1.407388449E-1,6.417517736E-1
5.359748953E0,2.718467712E-1,-2.953405380E-1,2.653653622E-1,4.811917247E-1
5.367805451E0,2.619066238E-1,-1.144113541E-1,3.083440363E-1,4.204296401E-1
5.375831433E0,3.010530472E-1,-2.054281235E-1,1.642912626E-1,3.997815280E-1
5.383857414E0,4.239625931E-1,-2.102308273E-1,2.385904789E-1,5.299685818E-1
5.391883395E0,4.763135910E-1,-2.543640137E-1,3.356075883E-1,6.357736561E-1
5.399939893E0,6.010255814E-1,-2.441234589E-1,4.177911878E-1,7.716070821E-1
5.407965874E0,7.799444199E-1,-2.415010929E-1,5.208817124E-1,9.684801672E-1
5.415991856E0,1.064700127E0,-1.393868923E-1,6.148500443E-1,1.237358332E0
5.424017837E0,1.438550949E0,-7.989668846E-2,5.949275494E-1,1.558765891E0
5.432074336E0,1.688579559E0,-8.301305771E-2,6.684182882E-1,1.817959049E0
5.440100317E0,1.951231003E0,1.215577126E-1,8.635144234E-1,2.137226208E0
5.448126298E0,2.210048676E0,3.569993973E-1,1.011621952E0,2.456652741E0
5.456152280E0,2.532066345E0,3.778781891E-1,1.151039720E0,2.806963544E0
5.464208778E0,2.829616547E0,4.133667946E-1,1.272312164E0,3.129916956E0
5.472234760E0,3.141046524E0,6.261653900E-1,1.480512142E0,3.528480206E0
5.480260741E0,3.298891068E0,8.754637241E-1,1.617401123E0,3.776917447E0
5.488286722E0,3.380970001E0,1.020669937E0,1.567841291E0,3.864046012E0
5.496343221E0,3.375324249E0,1.146731615E0,1.505912781E0,3.869829517E0
5.504369202E0,3.329551697E0,1.126564264E0,1.347093821E0,3.764269292E0
5.512395184E0,3.349518776E0,1.083666325E0,1.236428261E0,3.731268360E0
5.520421165E0,3.436597824E0,1.121241808E0,1.179173946E0,3.802346511E0
5.528477663E0,3.537432671E0,1.079899073E0,1.159167290E0,3.875987708E0
5.536503644E0,3.671603203E0,1.062625647E0,1.087440491E0,3.973961520E0
5.544529625E0,3.774343491E0,1.143886089E0,9.839057922E-1,4.064752733E0
5.552555607E0,3.883450508E0,1.213378191E0,9.295451641E-1,4.173431286E0
5.560612105E0,4.013531685E0,1.238887548E0,8.589982986E-1,4.287325159E0
5.568638087E0,4.043881416E0,1.278565645E0,7.229809761E-1,4.302372428E0
5.576664068E0,3.771986961E0,1.211782455E0,5.114536285E-1,3.994732428E0
5.584690049E0,3.500858784E0,1.217018127E0,4.752569199E-1,3.736711721E0
5.592746548E0,3.251398087E0,1.267469883E0,3.279838562E-1,3.505088135E0
5.600772529E0,3.120509148E0,1.152585983E0,3.386216164E-1,3.343754834E0
5.608798511E0,3.111006737E0,9.320464134E-1,4.305334091E-1,3.276039140E0
5.616824492E0,3.033298969E0,8.434619904E-1,4.096255302E-1,3.174921076E0
5.624880991E0,3.031592369E0,9.893097878E-1,3.328838348E-1,3.206259159E0
5.632906972E0,3.197039604E0,1.108887196E0,2.261867523E-1,3.391438263E0
5.640932953E0,3.449137211E0,1.138195038E0,-7.645797729E-2,3.632888832E0
5.648958935E0,3.332537651E0,1.126917839E0,-3.067016602E-1,3.531262794E0
5.657015432E0,3.197766781E0,1.111831665E0,-4.548416138E-1,3.415957103E0
5.665041414E0,3.190679073E0,1.178593159E0,-7.625660896E-1,3.485831583E0
5.673067396E0,3.310657978E0,1.072575569E0,-8.932652473E-1,3.592881490E0
5.681123894E0,3.364931107E0,1.011601448E0,-6.389498711E-1,3.571324093E0
5.689149875E0,3.456919193E0,9.905395508E-1,-4.974308014E-1,3.630274964E0
5.697175856E0,3.609033108E0,9.219126701E-1,-3.786025047E-1,3.744113086E0
5.705201838E0,3.716513157E0,7.721452713E-1,-2.560749054E-1,3.804504268E0
5.713258336E0,3.828176498E0,5.926175117E-1,-1.619234085E-1,3.877157465E0
5.721284318E0,3.920969009E0,3.974409103E-1,-1.442818642E-1,3.943700611E0
5.729310299E0,3.847125530E0,2.575454712E-1,-1.744208336E-1,3.859679668E0
5.737366798E0,3.714353561E0,9.950923920E-2,-3.513836861E-1,3.732264053E0
5.745392779E0,3.764765263E0,-1.572928429E-1,-5.462665558E-1,3.807440830E0
5.753418760E0,4.065771103E0,-8.067293167E-1,-8.418455124E-1,4.229658464E0
5.761475258E0,3.612827301E0,-6.109347343E-1,-7.286834717E-1,3.735872316E0
5.769501239E0,3.394449234E0,-2.870931625E-1,-6.285552979E-1,3.464071282E0
5.777527221E0,3.559891462E0,-4.560842514E-1,-8.950409889E-1,3.698910440E0
5.785553202E0,3.836113691E0,-9.799957275E-1,-1.154705048E0,4.124257949E0
5.793609701E0,3.705094099E0,-9.422531128E-1,-1.431242466E0,4.082158523E0
5.801635682E0,3.716010332E0,-7.437329292E-1,-1.572932243E0,4.103167959E0
5.809661663E0,3.396489620E0,-6.445088387E-1,-1.814730644E0,3.904456517E0
5.817687645E0,3.130375862E0,-1.179569721E0,-1.678249359E0,3.742613883E0
5.825713626E0,2.611258984E0,-1.693276882E0,-1.325620174E0,3.382769417E0
5.833770125E0,1.750648737E0,-1.737538338E0,-1.042556763E0,2.677822824E0
5.841796106E0,1.097537637E0,-1.565042973E0,-1.013146877E0,2.163426672E0
5.849822087E0,8.720642328E-1,-1.585433483E0,-6.636199951E-1,1.927300406E0
5.857848069E0,8.018155098E-1,-1.566837788E0,-3.273410797E-1,1.790262815E0
5.865904568E0,8.775875568E-1,-1.649514198E0,-4.166865349E-1,1.914336616E0
5.873930549E0,1.339323163E0,-1.976881027E0,-1.750011444E-1,2.394257825E0
5.881956530E0,1.325635433E0,-1.995644569E0,2.414588928E-1,2.407947040E0
5.889982511E0,1.016050100E0,-1.889328957E0,2.266068459E-1,2.157144496E0
5.898039009E0,5.408871174E-1,-1.839526653E0,-5.292272568E-2,1.918128775E0
5.906064991E0,-3.564679623E-2,-1.887363911E0,-3.337364197E-1,1.916975019E0
5.914090973E0,-5.441260338E-1,-1.906194210E0,-7.573218346E-1,2.122071127E0
5.922116954E0,-1.028251171E0,-1.835461378E0,-1.229575157E0,2.436816367E0
5.930173452E0,-1.288569689E0,-1.751889944E0,-1.480936527E0,2.631103042E0
5.938199433E0,-1.303803682E0,-1.715616941E0,-1.659060001E0,2.719508342E0
5.946225414E0,-1.036379576E0,-1.815601587E0,-1.678876400E0,2.681253012E0
5.954251396E0,-4.973995686E-1,-1.930920601E0,-1.453363419E0,2.467412800E0
5.962307895E0,2.821478844E-1,-2.076322794E0,-1.287125587E0,2.459149457E0
5.970333876E0,9.427459240E-1,-2.179930210E0,-9.096188545E-1,2.543279784E0
5.978359857E0,1.096608400E0,-1.953231573E0,-3.212490082E-1,2.262932718E0
5.986385838E0,1.025893688E0,-1.706584930E0,-2.162661552E-1,2.002913137E0
5.994442337E0,1.046947002E0,-1.573046684E0,-5.792126656E-1,1.976375776E0
6.002468319E0,1.125551462E0,-1.549969673E0,-1.254367828E0,2.289696646E0
6.010494300E0,1.176525116E0,-1.469162464E0,-1.817874908E0,2.616738213E0
6.018520281E0,1.160376072E0,-1.119882107E0,-2.449172497E0,2.932414446E0
6.026546262E0,9.230239391E-1,-7.291069031E-1,-3.070992470E0,3.288550565E0
6.034602761E0,9.795670509E-1,-6.917767525E-1,-3.395992756E0,3.601509889E0
6.042628743E0,1.068260431E0,-6.239914894E-1,-3.310971260E0,3.534554627E0
6.050654724E0,1.185794115E0,-5.176806450E-1,-3.074118614E0,3.335312008E0
6.058711222E0,1.499053240E0,-4.516148567E-1,-2.492259979E0,2.943208521E0
6.066737203E0,1.546534538E0,-3.782353401E-1,-1.748620510E0,2.364847720E0
6.074763184E0,1.565095663E0,-3.654766083E-1,-1.219866753E0,2.017714668E0
6.082789166E0,1.626143456E0,-4.205160141E-1,-7.865200043E-1,1.854667079E0
6.090845664E0,1.658920288E0,-4.068527222E-1,-4.148993492E-1,1.757750588E0
6.098871646E0,1.597887874E0,-3.622407913E-1,-1.893138885E-2,1.638542781E0
6.106897627E0,1.244591951E0,-3.127439022E-1,2.269630432E-1,1.303199945E0
6.114923608E0,1.086181402E0,-2.973301411E-1,2.432498932E-1,1.152113606E0
6.122980107E0,1.221266985E0,-4.489789009E-1,3.225193024E-1,1.340557273E0
6.131006088E0,1.167992830E0,-4.694643021E-1,4.968843460E-1,1.353328503E0
6.139032070E0,9.168529510E-1,-4.523308277E-1,6.275091171E-1,1.199579178E0
6.147088568E0,1.110845327E0,-5.997095108E-1,7.928419113E-1,1.490713633E0
6.155114550E0,1.316521645E0,-6.638512611E-1,1.124253273E0,1.854150253E0
6.163140531E0,1.243952036E0,-5.996029377E-1,1.331276894E0,1.918134124E0
6.171166512E0,1.165281534E0,-5.683772564E-1,1.290622711E0,1.829382612E0
6.179223010E0,1.165781498E0,-5.919647217E-1,1.261354446E0,1.816723361E0
6.187248991E0,1.225791454E0,-6.589381695E-1,1.224108696E0,1.853430954E0
6.195274973E0,1.055163860E0,-6.062228680E-1,1.328581810E0,1.801667717E0
6.203300954E0,7.577929497E-1,-5.406632423E-1,1.422636032E0,1.700135341E0
6.211357453E0,5.567378998E-1,-5.878227949E-1,1.398526192E0,1.615972845E0
6.219383434E0,3.826923370E-1,-6.526577473E-1,1.357895851E0,1.554444178E0
6.227409415E0,1.253430843E-1,-7.912585735E-1,1.316078186E0,1.540734504E0
6.235465914E0,-3.109502792E-2,-9.342160225E-1,1.359009743E0,1.649434436E0
6.243491895E0,2.209424973E-3,-1.113608599E0,1.602664948E0,1.951579854E0
6.251517877E0,-8.184003830E-2,-1.071358681E0,1.934329033E0,2.212721406E0
6.259543858E0,-2.730102539E-1,-9.798259139E-1,2.361053467E0,2.570830001E0
6.267600357E0,-5.211780071E-1,-1.137157202E0,2.718299866E0,2.992308002E0
6.275626338E0,-5.855031013E-1,-1.363317847E0,2.998606682E0,3.345607787E0
6.283652319E0,-6.520149708E-1,-1.471065760E0,3.271546364E0,3.645843332E0
6.291708817E0,-7.870521545E-1,-1.595611453E0,3.494985580E0,3.921779087E0
6.299734798E0,-9.591643810E-1,-1.779576778E0,3.802745819E0,4.306711690E0
6.307760780E0,-1.134511471E0,-1.864461780E0,4.173996925E0,4.710157570E0
6.315786761E0,-1.398572683E0,-1.911734939E0,4.349022865E0,4.952245542E0
6.323843260E0,-1.890347242E0,-1.925135732E0,4.181342125E0,4.976261875E0
6.331869241E0,-2.546559811E0,-1.941937685E0,3.997567177E0,5.122170651E0
6.339895222E0,-3.238422155E0,-1.959553480E0,3.836228371E0,5.389237053E0
6.347921204E0,-3.679133892E0,-1.916545749E0,3.595820427E0,5.489908774E0
6.355947185E0,-3.561834812E0,-1.959608078E0,3.406176567E0,5.303656272E0
6.364003684E0,-2.902132988E0,-2.149514675E0,3.157473564E0,4.797127112E0
6.372029665E0,-2.262687922E0,-2.216699600E0,3.020157814E0,4.376627351E0
6.380055646E0,-1.731360197E0,-2.231064796E0,2.799341202E0,3.976376419E0
6.388081628E0,-1.679081440E0,-2.137612820E0,2.705731392E0,3.835320771E0
6.396107609E0,-1.989389658E0,-2.018540621E0,2.846831322E0,4.017041949E0
6.404164108E0,-2.252002478E0,-1.956408262E0,2.902029991E0,4.161829708E0
6.412190089E0,-2.421127319E0,-1.953607798E0,2.972303391E0,4.302676884E0
6.420216070E0,-2.543477774E0,-1.876661062E0,2.959710121E0,4.330244789E0
6.428242052E0,-2.733607054E0,-1.954913497E0,2.919723511E0,4.451862496E0
6.436298549E0,-2.941813231E0,-1.939038754E0,2.754537582E0,4.472316364E0
6.444324531E0,-3.006243944E0,-2.051887274E0,2.379581451E0,4.348580449E0
6.452350513E0,-2.973748207E0,-2.077136278E0,2.148585320E0,4.215933158E0
6.460376494E0,-2.984216690E0,-1.977366686E0,1.920400620E0,4.062445914E0
6.468432992E0,-3.103375912E0,-2.073206663E0,1.814403057E0,4.149841728E0
6.476458973E0,-3.548924923E0,-2.118496895E0,1.782333851E0,4.501067780E0
6.484484955E0,-3.959017038E0,-2.093722582E0,1.755424023E0,4.810301826E0
6.492510936E0,-4.130572319E0,-2.204571962E0,1.672315598E0,4.971760722E0
6.500536917E0,-4.054606438E0,-2.376364708E0,1.481616020E0,4.927689988E0
6.508593416E0,-3.841482878E0,-2.484697819E0,1.395288467E0,4.783047549E0
6.516619397E0,-3.690661907E0,-2.701301575E0,1.280356884E0,4.749455681E0
6.524645379E0,-3.338273287E0,-3.031817913E0,9.944272041E-1,4.617886298E0
6.532671360E0,-2.860569000E0,-3.330759048E0,6.919913292E-1,4.444734283E0
6.540727859E0,-2.160960674E0,-3.576707125E0,5.349469185E-1,4.212926904E0
6.548753840E0,-1.398961186E0,-3.759689331E0,5.385174751E-1,4.047512488E0
6.556779821E0,-7.984197140E-1,-3.634087324E0,6.048321724E-1,3.769600334E0
6.564836319E0,-5.148363113E-1,-3.326547623E0,6.570720673E-1,3.429682087E0
6.572862301E0,-4.677835703E-1,-3.245285034E0,5.587110519E-1,3.326086959E0
6.580888283E0,-7.017997503E-1,-3.122346878E0,4.199399948E-1,3.227680671E0
6.588914264E0,-1.101845264E0,-3.001154900E0,3.140611649E-1,3.212417802E0
6.596970762E0,-1.747212648E0,-2.864984035E0,2.210211754E-1,3.362995082E0
6.604996743E0,-2.313109398E0,-2.856990814E0,1.441297531E-1,3.678810268E0
6.613022724E0,-2.759224415E0,-2.996765614E0,1.624250412E-1,4.076800879E0
6.621048706E0,-3.137084007E0,-3.125045776E0,9.355163574E-2,4.428990752E0
6.629105205E0,-3.294254780E0,-3.344887733E0,-1.997375488E-2,4.694761704E0
6.637131186E0,-3.195588589E0,-3.591154099E0,-2.029809952E-1,4.811379789E0
6.645157167E0,-2.787474155E0,-3.881133556E0,-6.267466545E-1,4.819338255E0
6.653183148E0,-2.591958046E0,-3.732244015E0,-9.021658897E-1,4.632687685E0
6.661239647E0,-2.443793297E0,-3.287250519E0,-1.074006319E0,4.234575684E0
6.669265628E0,-2.463574409E0,-2.908617020E0,-9.953715801E-1,3.939545205E0
6.677291610E0,-2.513497591E0,-2.764527321E0,-9.473457336E-1,3.854574605E0
6.685317591E0,-2.643165112E0,-2.839178085E0,-9.513363838E-1,3.994032414E0
6.693374090E0,-2.968889713E0,-2.973451138E0,-7.938885689E-1,4.276210572E0
6.701400071E0,-3.549415112E0,-3.285861492E0,-3.913462162E-1,4.852667848E0
6.709426052E0,-3.999648571E0,-3.487605572E0,-8.288812637E-2,5.307301740E0
6.717452034E0,-4.065463066E0,-3.831796646E0,8.043336868E-2,5.587228741E0
6.725508532E0,-3.859196663E0,-4.265769005E0,4.742479324E-1,5.771923006E0
6.733534513E0,-3.786718369E0,-4.351227283E0,8.873744011E-1,5.836081580E0
6.741560494E0,-3.822243929E0,-4.235598087E0,1.270284891E0,5.844951968E0
6.749616993E0,-3.750249147E0,-4.075736046E0,1.260230303E0,5.680156107E0
6.757642974E0,-3.210667372E0,-4.163213730E0,1.250258446E0,5.404061409E0
6.765668956E0,-2.588288784E0,-4.213648319E0,1.101501226E0,5.066298051E0
6.773694937E0,-2.766685724E0,-3.683777809E0,1.511888981E0,4.848770683E0
6.781751436E0,-2.745776653E0,-3.241733551E0,1.972351074E0,4.683833324E0
6.789777417E0,-2.475844622E0,-2.936165810E0,2.075695992E0,4.365706140E0
6.797803398E0,-2.489162445E0,-2.652895927E0,2.027093172E0,4.164479944E0
6.805829380E0,-2.020686865E0,-2.939655781E0,2.295854330E0,4.242133734E0
6.813885878E0,-1.653228283E0,-3.195572853E0,2.427154779E0,4.340038011E0
6.821911860E0,-1.622503281E0,-3.489434242E0,2.472356796E0,4.573971617E0
6.829937841E0,-1.631827831E0,-3.758203506E0,2.044714212E0,4.579062336E0
6.837994339E0,-1.407460690E0,-3.699711561E0,1.647735596E0,4.287638490E0
6.846020320E0,-9.955682755E-1,-3.315586090E0,1.453858852E0,3.754726738E0
6.854046301E0,-5.446758270E-1,-3.127260208E0,1.291598558E0,3.427047563E0
6.862072283E0,-1.099224091E-1,-3.062132835E0,9.320291281E-1,3.202720521E0
6.870128781E0,5.804724693E-1,-2.728952408E0,8.229210377E-1,2.908836291E0
6.878154763E0,5.704450607E-1,-2.312316656E0,5.315487385E-1,2.440237682E0
6.886180744E0,3.371653557E-1,-1.680225372E0,-2.295417786E-1,1.729024930E0
6.894206725E0,3.136868477E-1,-1.202775478E0,-7.005953789E-1,1.426850439E0
6.902263224E0,3.475570679E-2,-6.857085228E-1,-8.150982857E-1,1.065734185E0
6.910289205E0,3.131399155E-1,-7.288193703E-1,-1.128461361E0,1.379369176E0
6.918315187E0,6.283712387E-1,-8.843412399E-1,-1.318774939E0,1.707652535E0
6.926341168E0,7.387933731E-1,-7.770156860E-1,-1.352912188E0,1.726250391E0
6.934367149E0,8.168296814E-1,-6.744933128E-1,-1.222253084E0,1.617422196E0
6.942423648E0,8.224067688E-1,-2.651190758E-1,-8.607289791E-1,1.219629203E0
6.950449629E0,7.913284302E-1,7.409286499E-2,-6.465010643E-1,1.024526263E0
6.958475611E0,8.908634186E-1,2.800745964E-1,-6.176978946E-1,1.119656241E0
6.966501592E0,1.102645874E0,3.958549500E-1,-4.849280715E-1,1.267944912E0
6.974558090E0,1.211505890E0,3.617861271E-1,-4.096335769E-1,1.329073132E0
6.982584071E0,1.225626945E0,3.290169239E-1,-4.565740824E-1,1.348656160E0
6.990610052E0,1.130007744E0,4.365921021E-1,-4.627662897E-1,1.296797133E0
6.998636035E0,1.074631691E0,5.065338612E-1,-3.457949162E-1,1.237329361E0
7.006692532E0,1.170913696E0,4.641301632E-1,-2.225581408E-1,1.279057395E0
7.014718514E0,1.382139206E0,4.548413754E-1,-1.676405668E-1,1.464681816E0
7.022744495E0,1.676973343E0,6.085402966E-1,5.221247673E-3,1.783980983E0
7.030770476E0,1.975473404E0,8.133747578E-1,1.664973497E-1,2.142847413E0
7.038796458E0,2.165873528E0,9.187943935E-1,2.915172577E-1,2.370690529E0
7.046852956E0,2.287290573E0,8.469369411E-1,4.390256405E-1,2.478254196E0
7.054878938E0,2.437894821E0,7.199745178E-1,5.652184486E-1,2.604067273E0
7.062904919E0,2.666487694E0,5.836627483E-1,7.919807434E-1,2.842191465E0
7.070930900E0,2.939738274E0,5.438828468E-1,9.819073677E-1,3.146746216E0
7.078987399E0,3.221795082E0,6.863048077E-1,1.085046291E0,3.468184438E0
7.087013380E0,3.388491631E0,9.277853966E-1,1.099946737E0,3.681378016E0
7.095039362E0,3.417610168E0,1.168644428E0,9.800758362E-1,3.742504203E0
7.103065343E0,3.309078217E0,1.403947353E0,7.269623280E-1,3.667361591E0
7.111121841E0,3.247331619E0,1.356288433E0,4.305391312E-1,3.545425913E0
7.119147823E0,3.130603790E0,1.364769220E0,1.820032597E-1,3.420000044E0
7.127173804E0,3.083091736E0,1.350837469E0,1.572082043E-1,3.369707842E0
7.135199786E0,2.925034523E0,1.427664280E0,1.577787399E-1,3.258672489E0
7.143256283E0,2.797037125E0,1.458388805E0,2.346589565E-1,3.163128105E0
7.151282265E0,2.791639328E0,1.418323278E0,2.839806080E-1,3.144127231E0
7.159308246E0,2.867798805E0,1.366836786E0,2.958950996E-1,3.190621679E0
7.167334227E0,2.926713943E0,1.414140463E0,2.460923195E-1,3.259756001E0
7.175360209E0,2.869752884E0,1.398225307E0,1.786842346E-1,3.197255648E0
7.183416707E0,2.820997238E0,1.177596092E0,7.691240311E-2,3.057887096E0
7.191442689E0,2.701199532E0,1.101826668E0,-1.703023911E-2,2.917325992E0
7.199468670E0,2.592622757E0,1.053452015E0,-9.935474396E-2,2.800236646E0
7.207494651E0,2.446888924E0,1.158674717E0,-2.335820198E-1,2.717416616E0
7.215520633E0,2.506816864E0,1.088142395E0,-3.445053101E-1,2.754427086E0
7.223577131E0,2.589562893E0,9.592137337E-1,-6.070942879E-1,2.827452995E0
7.231603113E0,2.580351830E0,8.908009529E-1,-8.518238068E-1,2.859605864E0
7.239629094E0,2.654061317E0,8.824725151E-1,-7.420401573E-1,2.893686716E0
7.247685593E0,2.686374664E0,9.674620628E-1,-6.831321716E-1,2.935857838E0
7.255711574E0,2.748761177E0,9.138712883E-1,-7.991414070E-1,3.004908606E0
7.263737555E0,2.880176067E0,6.678152084E-1,-8.465409279E-1,3.075389874E0
7.271763537E0,2.874224663E0,6.713523865E-1,-6.574907303E-1,3.023933779E0
7.279820034E0,2.841314316E0,7.934064865E-1,-7.293896675E-1,3.038843560E0
7.287846016E0,3.184062958E0,5.190458298E-1,-5.261349678E-1,3.268712820E0
7.295871997E0,3.400145054E0,4.087457657E-1,-3.504042625E-1,3.442505285E0
7.303897979E0,3.481620312E0,3.983263969E-1,-2.885804176E-1,3.516194331E0
7.311923961E0,3.613409519E0,-5.039968491E-1,-5.163345337E-1,3.684744568E0
7.319980458E0,3.141035557E0,-1.263008118E-1,-2.504649162E-1,3.153535942E0
7.328006440E0,2.676714182E0,-9.560728073E-2,-3.753709793E-2,2.678684117E0
7.336032421E0,2.360662937E0,-3.273458481E-1,6.047391891E-2,2.384018016E0
7.344058402E0,2.250528097E0,-9.865264893E-1,-1.200852394E-1,2.460189362E0
7.352114901E0,2.386755943E0,-1.926168919E0,-4.198322296E-1,3.095640441E0
7.360140882E0,1.637316465E0,-1.606716633E0,-2.262558937E-1,2.305110686E0
7.368166864E0,1.200953722E0,-1.204828262E0,-1.764359474E-1,1.710272092E0
7.376192845E0,8.943114281E-1,-6.817340851E-1,-6.103897095E-2,1.126179404E0
7.384218826E0,1.015778661E0,-8.926682472E-1,-7.916355133E-2,1.354595790E0
7.392275325E0,1.414604068E0,-1.077247620E0,4.337310791E-2,1.778608537E0
7.400301306E0,1.554473996E0,-8.610844612E-1,1.905560493E-1,1.787223395E0
7.408327288E0,1.685356975E0,-6.263184547E-1,5.479130745E-1,1.879604127E0
7.416353269E0,1.665421486E0,-7.053103447E-1,6.395525932E-1,1.918363607E0
7.424409768E0,1.420856476E0,-7.907338142E-1,4.313592911E-1,1.682309106E0
7.432435749E0,1.145135641E0,-6.219468117E-1,1.705780029E-1,1.314248960E0
7.440461730E0,7.443786860E-1,-2.597694397E-1,1.701459885E-1,8.065540573E-1
7.448487712E0,6.358240247E-1,-1.137466431E-1,2.176570892E-2,6.462849490E-1
7.456544209E0,8.370097280E-1,-1.001911163E-1,-4.740014076E-1,9.671095486E-1
7.464570191E0,1.088784099E0,-7.629394531E-6,-6.183462143E-1,1.252119345E0
7.472596172E0,1.417814016E0,9.609317780E-2,-7.045731544E-1,1.586144323E0
7.480622153E0,1.835134387E0,1.769442558E-1,-9.209890366E-1,2.060885318E0
7.488648135E0,1.960391760E0,2.831163406E-1,-9.599189758E-1,2.201075908E0
7.496704633E0,1.914437532E0,2.456579208E-1,-8.018598557E-1,2.090071316E0
7.504730615E0,1.692429304E0,1.590452194E-1,-5.484137535E-1,1.786160680E0
7.512756596E0,1.507523060E0,2.166953087E-1,-7.551546097E-1,1.699953269E0
7.520782577E0,1.384867191E0,1.458458900E-1,-1.092631817E0,1.770020466E0
7.528839076E0,1.337603331E0,3.140544891E-2,-1.219500542E0,1.810345421E0
7.536865057E0,1.544359207E0,-3.711462021E-2,-1.317962170E0,2.030627277E0
7.544891039E0,1.826337814E0,-3.700542450E-2,-1.590108395E0,2.421843083E0
7.552917020E0,1.940033674E0,-1.034851074E-1,-1.490530014E0,2.448697521E0
7.560973519E0,2.118192911E0,-2.563619614E-1,-1.346829414E0,2.523175011E0
7.568999500E0,2.260364771E0,-4.527449608E-1,-1.210508823E0,2.603758535E0
7.577025481E0,2.056575775E0,-5.704782009E-1,-9.365396500E-1,2.330677115E0
7.585051463E0,1.625520110E0,-6.395576000E-1,-4.734811783E-1,1.809843634E0
7.593107960E0,1.145600915E0,-7.017054558E-1,-6.084337234E-1,1.474782560E0
7.601133942E0,6.241943836E-1,-6.725955009E-1,-7.608766556E-1,1.192030462E0
7.609159923E0,2.967021465E-1,-6.652202606E-1,-8.501081467E-1,1.119479352E0
7.617185905E0,2.299606800E-1,-7.897026539E-1,-9.578986168E-1,1.262569585E0
7.625242403E0,4.800612926E-1,-9.405126572E-1,-1.120402813E0,1.539586102E0
7.633268384E0,7.408316135E-1,-9.390203953E-1,-1.047342777E0,1.589816869E0
7.641294366E0,9.174704552E-1,-8.958659172E-1,-6.685638428E-1,1.446134637E0
7.649350864E0,1.007043123E0,-8.877983093E-1,-8.937454224E-2,1.345477424E0
7.657376846E0,1.209365606E0,-9.654397964E-1,3.347206116E-2,1.547824134E0
7.665402827E0,1.465458632E0,-1.086622834E0,-1.760864258E-2,1.824452863E0
7.673428808E0,1.317314148E0,-1.073223948E0,1.416959763E-1,1.705052479E0
7.681485307E0,7.726695538E-1,-1.065904617E0,3.102970123E-1,1.352573521E0
7.689511288E0,3.743236065E-1,-1.105945706E0,3.472576141E-1,1.218122292E0
7.697537270E0,1.412160397E-1,-1.067469835E0,1.908845901E-1,1.093558753E0
7.705593768E0,2.399196625E-1,-1.243360519E0,5.547523499E-2,1.267511076E0
7.713619749E0,4.694528580E-1,-1.264307976E0,1.408166885E-1,1.355983032E0
7.721645730E0,6.921811104E-1,-1.261217713E0,2.853689194E-1,1.466703866E0
7.729702229E0,1.189482689E0,-1.223601937E0,2.622938156E-1,1.726519277E0
7.737728210E0,1.157803535E0,-1.065732002E0,1.792068481E-1,1.583795701E0
7.745754192E0,7.909970284E-1,-8.923276663E-1,-4.727172852E-2,1.193381573E0
7.753810690E0,4.061357975E-1,-8.927088976E-1,-2.931108475E-1,1.023615861E0
7.761836672E0,1.341695786E-1,-1.073695779E0,-3.826065063E-1,1.147698497E0
7.769862653E0,2.338604927E-1,-1.197933197E0,-1.847057343E-1,1.234443552E0
7.777888634E0,1.520671844E-1,-1.203278661E0,1.041765213E-1,1.217315371E0
7.785945133E0,-7.004809380E-2,-1.161975265E0,3.105964661E-1,1.204808456E0
7.793971114E0,-3.148655891E-1,-1.124387503E0,3.873319626E-1,1.230208781E0
7.801997096E0,-3.767511845E-1,-1.131711721E0,3.980798721E-1,1.257449983E0
7.810023077E0,-3.840937614E-1,-1.396555781E0,6.390199661E-1,1.583111678E0
7.818079575E0,-3.838257790E-1,-1.336102962E0,1.028932571E0,1.729507326E0
7.826105556E0,-2.171351910E-1,-1.496214032E0,1.415412903E0,2.071037857E0
7.834131537E0,1.251759529E-1,-1.565469742E0,2.029531479E0,2.566196126E0
7.842157519E0,3.311576843E-1,-1.651679993E0,2.654889107E0,3.144224607E0
7.850214017E0,3.938014507E-1,-2.055758238E0,2.991985321E0,3.651465141E0
7.858239999E0,2.362775803E-1,-2.330308437E0,3.640622139E0,4.329006129E0
7.866265980E0,-4.111123085E-2,-2.377240896E0,3.681783676E0,4.382749759E0
7.874291961E0,-5.063531399E-1,-2.675425053E0,4.000891685E0,4.839568885E0
7.882348460E0,-1.074962616E0,-2.601472378E0,4.144668579E0,5.010137801E0
7.890374441E0,-1.114392042E0,-2.845938683E0,3.998396873E0,5.032734263E0
7.898400423E0,-9.377367496E-1,-3.144777298E0,3.788111687E0,5.011862390E0
7.906426404E0,-9.555239677E-1,-2.995860577E0,3.735661507E0,4.882967698E0
7.914482903E0,-9.708492756E-1,-3.038493633E0,3.627392769E0,4.830421325E0
