"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.006427900E-2,2.402222157E-2,5.811548233E-2,1.663389206E-1,1.778288866E-1
1.809027800E-2,2.472925186E-2,-1.137399673E-2,2.500057220E-1,2.514831302E-1
2.611627700E-2,-7.903897762E-2,-4.221606255E-2,1.520404816E-1,1.764813417E-1
3.414227600E-2,-1.556426287E-1,-3.501582146E-2,2.001066208E-1,2.559167742E-1
4.219879200E-2,-1.081999540E-1,-6.264448166E-3,1.476764679E-1,1.831797274E-1
5.022479100E-2,-5.686140060E-2,3.763508797E-2,2.886676788E-2,7.404666780E-2
5.825079100E-2,-4.680240154E-2,4.775667191E-2,-5.147361755E-2,8.438422723E-2
6.627679000E-2,-1.765716076E-2,2.562546730E-2,-5.082607269E-2,5.959638887E-2
7.430278900E-2,8.920192719E-3,3.280138969E-2,-2.880191803E-2,4.455391662E-2
8.235930400E-2,7.408714294E-2,4.230284691E-2,-3.551864624E-2,9.241217364E-2
9.038530300E-2,9.579110146E-2,2.115130424E-2,-1.122188568E-2,9.873825757E-2
9.841130200E-2,5.135953426E-2,3.847002983E-2,-4.216003418E-2,7.678029329E-2
1.064373010E-1,6.268417835E-2,1.009726524E-2,-3.001594543E-2,7.022975126E-2
1.144633000E-1,5.298995972E-2,1.053142548E-2,-1.078033447E-2,5.509140010E-2
1.225198170E-1,-3.399336338E-2,-2.024173737E-4,-2.764320374E-2,4.381479704E-2
1.305458160E-1,-1.001675129E-1,-2.987480164E-2,-5.166816711E-2,1.166003169E-1
1.385718150E-1,-9.318137169E-2,-5.412840843E-2,-1.476011276E-1,1.827532366E-1
1.465978140E-1,-8.695125580E-4,-5.570626259E-2,-2.078952789E-1,2.152310172E-1
1.546238130E-1,2.900934219E-2,-2.731323242E-2,-1.369066238E-1,1.425867394E-1
1.626498120E-1,1.116979122E-2,1.843523979E-2,-1.475419998E-1,1.491082292E-1
1.707063290E-1,4.415106773E-2,-1.213812828E-2,-2.325601578E-1,2.370250576E-1
1.787323280E-1,5.658495426E-2,-1.818060875E-2,-1.957941055E-1,2.046160388E-1
1.867583270E-1,-1.622724533E-2,3.180456161E-2,-2.432603836E-1,2.458667685E-1
1.947843260E-1,-3.718984127E-2,1.238727570E-2,-2.717704773E-1,2.745828130E-1
2.028103250E-1,-5.611181259E-4,-1.287961006E-2,-2.743997574E-1,2.747024318E-1
2.108363240E-1,1.457226276E-1,-1.063179970E-2,-1.911678314E-1,2.406101809E-1
2.188623230E-1,3.029804230E-1,3.041672707E-2,4.556655884E-3,3.045374806E-1
2.269188390E-1,2.395597696E-1,1.618695259E-2,1.142168045E-1,2.658879070E-1
2.349448380E-1,2.024536133E-1,-1.308679581E-2,8.524894714E-2,2.200593391E-1
2.429708370E-1,2.197571993E-1,-2.858400345E-2,7.810878754E-2,2.349707526E-1
2.509968360E-1,2.510738373E-1,-4.674220085E-2,1.860246658E-1,3.159558219E-1
2.590228350E-1,3.138397932E-1,6.650924683E-2,2.607593536E-1,4.134178712E-1
2.670793520E-1,4.478720427E-1,1.519987583E-1,2.812490463E-1,5.502672216E-1
2.751053510E-1,8.598097563E-1,4.872000217E-1,9.756088257E-1,1.388686163E0
2.831313500E-1,9.552713633E-1,1.066994667E-1,5.558509827E-1,1.110359612E0
2.911573490E-1,7.209793329E-1,3.069734573E-1,2.291316986E-1,8.164222176E-1
2.991833480E-1,4.739422798E-1,3.257915974E-1,-4.586658478E-1,7.356193373E-1
3.072398640E-1,5.604009628E-1,3.554537296E-1,-4.994297028E-1,8.305580179E-1
3.152658630E-1,6.764140129E-1,3.149130344E-1,-4.655189514E-1,8.794396115E-1
3.232918630E-1,7.627310753E-1,2.432203293E-1,-7.312612534E-1,1.084277567E0
3.313178620E-1,7.452740669E-1,2.381577492E-1,-1.110213280E0,1.358206934E0
3.393438610E-1,5.845122337E-1,2.347774506E-1,-1.273143291E0,1.420446706E0
3.473698600E-1,4.055550098E-1,2.760903835E-1,-1.476232529E0,1.555623105E0
3.554263750E-1,7.736462355E-1,-2.899172306E-1,-1.576309681E0,1.779700174E0
3.634523740E-1,9.507540464E-1,-7.317974567E-1,-1.513731480E0,1.931539222E0
3.714783730E-1,6.669950485E-2,1.812720299E-1,-9.846801758E-1,1.003445774E0
3.795043720E-1,-2.258082032E-1,8.458127975E-1,-2.130956650E-1,9.009985547E-1
3.875303710E-1,-7.310748100E-2,1.086488247E0,3.083114624E-1,1.131749695E0
3.955563720E-1,6.471995115E-1,2.065272331E-1,2.636508942E-1,7.287197676E-1
4.036128870E-1,8.674362898E-1,-4.351539612E-1,2.915554047E-1,1.013315963E0
4.116388860E-1,7.558956146E-1,-6.108763218E-1,2.816896439E-1,1.011878014E0
4.196648850E-1,6.041976213E-1,-5.346238613E-1,2.345924377E-1,8.401851287E-1
4.276908840E-1,4.648683071E-1,-5.048618317E-1,2.538719177E-1,7.317369491E-1
4.357168830E-1,3.457801342E-1,-3.877727985E-1,3.050222397E-1,6.024700915E-1
4.437428820E-1,-3.175119162E-1,-7.633507252E-1,2.704410553E-1,8.698600525E-1
4.517993990E-1,-3.122428656E-1,-1.947157383E-1,4.041976929E-1,5.466128436E-1
4.598253980E-1,-2.964069843E-1,1.452028751E-1,5.585784912E-1,6.488072951E-1
4.678513970E-1,-4.169485569E-1,-6.025791168E-3,3.865747452E-1,5.686144941E-1
4.758773960E-1,-2.418529987E-2,-2.413775921E-1,1.585178375E-1,2.897860858E-1
4.839033950E-1,1.436251402E-1,-1.849384308E-1,5.584812164E-2,2.407268509E-1
4.919599110E-1,1.776943207E-1,-1.782233715E-1,-1.529598236E-2,2.521364885E-1
4.999859100E-1,2.358568907E-1,-3.315536976E-1,-1.293182373E-1,4.269420731E-1
5.080119090E-1,2.197955847E-1,-2.457575798E-1,-1.450452805E-1,3.602013610E-1
5.160379080E-1,2.841590643E-1,-2.256293297E-1,-1.962738037E-1,4.125268164E-1
5.240639080E-1,3.770118952E-1,-1.753063202E-1,-3.307247162E-1,5.312712235E-1
5.321204240E-1,5.425456762E-1,-1.110522747E-1,-4.406137466E-1,7.076926538E-1
5.401464230E-1,7.197321653E-1,-1.609776020E-1,-5.571727753E-1,9.243211994E-1
5.481724220E-1,6.058721542E-1,-3.167816401E-1,-4.530382156E-1,8.201678484E-1
5.561984210E-1,6.405891180E-1,-2.412198782E-1,-5.708761215E-1,8.913141948E-1
5.642244200E-1,7.456371784E-1,-2.822312117E-1,-6.091623306E-1,1.003348396E0
5.722504190E-1,6.772134304E-1,-3.204975128E-1,-5.540904999E-1,9.318545853E-1
5.803069360E-1,7.434735298E-1,-4.568248987E-1,-5.515718460E-1,1.032314574E0
5.883329350E-1,6.867580414E-1,-4.664620161E-1,-4.699954987E-1,9.540016712E-1
5.963589340E-1,7.409368753E-1,-4.523152113E-1,-3.903331757E-1,9.518069613E-1
6.043849330E-1,7.432208061E-1,-4.922116995E-1,-2.764024734E-1,9.332994434E-1
6.124109320E-1,9.775253534E-1,-6.339126825E-1,-3.785896301E-1,1.225043352E0
6.204369310E-1,1.101053357E0,-5.400110483E-1,-3.762989044E-1,1.282782637E0
6.284934460E-1,1.142851472E0,-6.377191544E-1,-6.352558136E-1,1.454766358E0
6.365194450E-1,1.116808176E0,-6.074218750E-1,-7.604246140E-1,1.481373494E0
6.445454440E-1,1.095760345E0,-3.674665689E-1,-7.716236115E-1,1.389649384E0
6.525714450E-1,1.107877493E0,-4.362335205E-1,-8.298358917E-1,1.451316585E0
6.605974440E-1,8.059402704E-1,-5.776537657E-1,-8.376131058E-1,1.298005897E0
6.686234430E-1,2.728695869E-1,-5.770337582E-1,-6.614446640E-1,9.192033578E-1
6.766799580E-1,-4.138664007E-1,-3.034201860E-1,-3.037099838E-1,5.963128048E-1
6.847059570E-1,-6.117246151E-1,-2.029463053E-1,-1.746664047E-1,6.677593582E-1
6.927319560E-1,-4.225950241E-1,-2.242197990E-1,-2.884778976E-1,5.586417189E-1
7.007579550E-1,-8.796000481E-2,-2.901560068E-1,-5.679721832E-1,6.438321766E-1
7.087839540E-1,3.694403172E-1,-4.381331205E-1,-5.787954330E-1,8.145249736E-1
7.168099530E-1,6.036128998E-1,-4.722722769E-1,-4.011392593E-1,8.650447050E-1
7.248664700E-1,7.857913971E-1,-5.553857088E-1,-2.022762299E-1,9.832787389E-1
7.328924690E-1,7.203016281E-1,-7.948538065E-1,2.424421310E-1,1.099729601E0
7.409184680E-1,1.703965664E-1,-1.065757275E0,6.250629425E-1,1.247227822E0
7.489444670E-1,-3.114883900E-1,-1.067819953E0,9.423093796E-1,1.457810494E0
7.569704660E-1,-5.524053574E-1,-9.439933300E-1,1.133183479E0,1.574922183E0
7.649964650E-1,-5.097038746E-1,-8.319045901E-1,1.194389343E0,1.542215676E0
7.730529820E-1,-1.761648655E-1,-8.513289690E-1,1.082180023E0,1.388131361E0
7.810789810E-1,2.866635323E-1,-8.383448124E-1,7.972211838E-1,1.191872317E0
7.891049800E-1,6.245574951E-1,-9.426493049E-1,6.133165359E-1,1.286396887E0
7.971309790E-1,3.587636948E-1,-6.283851862E-1,9.202346802E-1,1.170645633E0
8.051569780E-1,-1.776096821E-1,-2.127679586E-1,1.165288925E0,1.197795343E0
8.131829770E-1,-1.046090364E0,-1.232422590E-1,1.125186920E0,1.541278466E0
8.212089760E-1,-1.764497638E0,-2.745449543E-2,1.097566605E0,2.078186256E0
8.292654920E-1,-2.136162996E0,2.219511271E-1,1.065318108E0,2.397364661E0
8.372914910E-1,-2.235789299E0,6.606311798E-1,9.750242233E-1,2.527025837E0
8.453174900E-1,-1.250246525E0,1.230279207E-1,6.195125580E-1,1.400731256E0
8.533434890E-1,1.415562630E-1,-9.439871311E-1,1.225748062E-1,9.623795833E-1
8.613694880E-1,8.904824257E-1,-1.560294747E0,-2.031068802E-1,1.807963234E0
8.693954870E-1,1.157857895E0,-1.728757262E0,-3.743410110E-1,2.114087928E0
8.774214860E-1,7.344074249E-1,-1.306953669E0,-1.478204727E-1,1.506430566E0
8.854780030E-1,1.042637825E-1,-9.525303245E-1,3.049945831E-2,9.587049454E-1
8.935040020E-1,-7.702417374E-1,-4.718832970E-1,9.358692169E-2,9.081325299E-1
9.015300010E-1,-1.780258656E0,3.643609285E-1,1.835441589E-1,1.826408559E0
9.095560000E-1,-1.506640673E0,1.483007669E-1,-7.800769806E-2,1.515930221E0
9.175819990E-1,-6.130146980E-1,-5.057816505E-1,-8.013229370E-1,1.128592286E0
9.256385160E-1,-2.742004395E-2,-6.001719236E-1,-1.120724201E0,1.271605651E0
9.336645150E-1,3.445591927E-1,-4.709022045E-1,-1.216145992E0,1.348881388E0
9.416905140E-1,6.792583466E-1,-7.236093283E-1,-1.209850788E0,1.564845453E0
9.497165130E-1,4.780268669E-1,-3.815252781E-1,-8.963365555E-1,1.085122318E0
9.577425120E-1,3.756713867E-2,1.634807587E-1,-4.089279175E-1,4.419946720E-1
9.657990270E-1,-5.344400406E-1,3.992612362E-1,2.284526825E-2,6.675010097E-1
9.738250260E-1,-7.982292175E-1,3.403404951E-1,2.602486610E-1,9.059419970E-1
9.818510250E-1,-6.160492897E-1,1.607311964E-1,1.999034882E-1,6.673175027E-1
9.898770250E-1,-6.498913765E-1,2.382602692E-1,5.194473267E-2,6.941361627E-1
9.979030240E-1,-6.734085083E-1,2.057055235E-1,-4.295587540E-2,7.054353186E-1
1.005929023E0,-1.461624622E0,8.725063801E-1,1.578693390E-1,1.709542818E0
1.013985539E0,-8.304505348E-1,5.938303471E-2,-7.048416138E-2,8.355491922E-1
1.022011538E0,-7.326130867E-1,-4.133508205E-1,-3.316340446E-1,9.041913377E-1
1.030037537E0,-1.126878262E0,-3.028185368E-1,-4.142951965E-1,1.238222190E0
1.038063536E0,-1.458098888E0,-4.854869843E-2,-3.901772499E-1,1.510181324E0
1.046089535E0,-1.781740189E0,-2.208924294E-2,-3.162927628E-1,1.809731236E0
1.054115534E0,-2.033319950E0,-3.833882809E-1,-1.372141838E-1,2.073693402E0
1.062141534E0,-2.187991142E0,-6.214207411E-1,8.731222153E-2,2.276201309E0
1.070198050E0,-2.207976818E0,-6.807776690E-1,1.946401596E-2,2.310627342E0
1.078224049E0,-2.383333683E0,-6.824982762E-1,-6.327819824E-2,2.479936990E0
1.086250048E0,-2.693289757E0,-5.835863352E-1,-2.192468643E-1,2.764498492E0
1.094276047E0,-2.783257008E0,-7.974557877E-1,-4.995231628E-1,2.938022923E0
1.102302046E0,-2.736229420E0,-1.245363951E0,-6.058592796E-1,3.066748812E0
1.110328045E0,-2.816781044E0,-1.639517546E0,-5.068607330E-1,3.298360356E0
1.118384561E0,-2.942644119E0,-1.977474451E0,-4.252901077E-1,3.570774607E0
1.126410560E0,-3.009898186E0,-2.177923203E0,-3.559246063E-1,3.732227068E0
1.134436559E0,-2.661931992E0,-2.154205561E0,-5.407667160E-2,3.424822304E0
1.142462558E0,-2.596346855E0,-1.579980135E0,4.886946678E-1,3.078339926E0
1.150488557E0,-1.545596123E0,-2.213052273E0,6.603975296E-1,2.778955313E0
1.158514556E0,-9.217557907E-1,-2.943411827E0,7.181816101E-1,3.166874129E0
1.166571073E0,-9.185037613E-1,-2.800849915E0,8.709249496E-1,3.073584173E0
1.174597072E0,-1.041656971E0,-2.172745705E0,8.542528152E-1,2.556486068E0
1.182623071E0,-7.053575516E-1,-2.015276432E0,5.280499458E-1,2.199478374E0
1.190649070E0,-3.246145248E-1,-1.936292171E0,1.838459969E-1,1.971902968E0
1.198675069E0,-1.906709671E-1,-1.676819205E0,-8.610296249E-2,1.689820045E0
1.206731586E0,-5.926704407E-2,-1.526126146E0,-3.876888752E-1,1.575714524E0
1.214757585E0,3.209400177E-2,-1.324813962E0,-8.105952740E-1,1.553456390E0
1.222783584E0,2.266883850E-3,-9.821159840E-1,-1.104016781E0,1.477636626E0
1.230809583E0,-9.305000305E-2,-6.483123302E-1,-1.443571091E0,1.585201777E0
1.238835582E0,3.578767776E-1,-4.963343143E-1,-1.992801309E0,2.084629606E0
1.246861581E0,9.982309341E-1,-3.960437775E-1,-2.278253078E0,2.518680758E0
1.254918097E0,1.567074776E0,-7.513332367E-2,-2.270480156E0,2.759791388E0
1.262944096E0,2.215364456E0,3.145875931E-1,-2.184550285E0,3.127149657E0
1.270970095E0,2.731726646E0,6.460363865E-1,-2.290907383E0,3.623251319E0
1.278996094E0,3.042969704E0,1.080297470E0,-2.340125799E0,3.987843527E0
1.287022093E0,3.066434860E0,1.315071821E0,-2.425933123E0,4.125237952E0
1.295078609E0,2.974639893E0,8.515477180E-1,-2.717785358E0,4.118248810E0
1.303104608E0,2.263390541E0,8.994674683E-1,-2.648467064E0,3.598104537E0
1.311130607E0,1.669798851E0,1.004357338E0,-2.412011385E0,3.100767774E0
1.319156606E0,1.408861160E0,8.179955482E-1,-2.074840069E0,2.637985557E0
1.327182606E0,1.295587063E0,5.854930878E-1,-1.738549829E0,2.245863642E0
1.335208605E0,1.480500221E0,3.771448135E-1,-1.495024562E0,2.137572819E0
1.343234604E0,1.676368237E0,3.649945259E-1,-1.263061881E0,2.130435820E0
1.351291120E0,2.019114017E0,4.608674049E-1,-1.245013595E0,2.416460021E0
1.359317119E0,2.221306801E0,5.910143852E-1,-1.393296719E0,2.687894651E0
1.367343118E0,2.375109196E0,5.642571449E-1,-1.768452764E0,3.014457662E0
1.375369117E0,2.217529297E0,6.030488014E-1,-2.203797340E0,3.183995408E0
1.383395116E0,2.037882805E0,4.854712486E-1,-2.494632006E0,3.257581542E0
1.391451632E0,1.658867359E0,3.861360550E-1,-2.676755428E0,3.172689961E0
1.399477631E0,1.035186291E0,4.874401093E-1,-2.574548244E0,2.817358192E0
1.407503630E0,-2.893042564E-1,5.173039436E-1,-2.353669167E0,2.427150360E0
1.415529629E0,7.643699646E-3,6.710052490E-2,-1.970830679E0,1.971987442E0
1.423555628E0,4.295597076E-1,-2.553987503E-2,-1.207451105E0,1.281839303E0
1.431581628E0,6.838445663E-1,-5.184650421E-2,-7.590022087E-1,1.022944673E0
1.439607627E0,6.073598862E-1,-9.049797058E-2,-5.943775177E-1,8.546113430E-1
1.447664143E0,1.222372055E-1,-1.310362816E-1,-5.439257622E-1,5.726846220E-1
1.455690142E0,-2.923216820E-1,-5.375642776E-1,-3.392899036E-1,6.996748938E-1
1.463716141E0,-9.134182930E-1,-8.382415771E-1,-2.478601933E-1,1.264285013E0
1.471742140E0,-1.082224846E0,-1.476957798E0,7.843971252E-4,1.831014901E0
1.479768139E0,-8.980956078E-1,-1.806202412E0,2.358131409E-1,2.030898991E0
1.487794138E0,-5.375542641E-1,-1.901203632E0,4.767582417E-1,2.032446373E0
1.495850655E0,2.890253067E-1,-2.721489429E0,1.175695658E0,2.978640734E0
1.503876654E0,3.941512108E0,-5.735185623E0,4.819197655E0,8.464782210E0
1.511902653E0,5.202269554E-1,-1.361921787E0,4.091299057E0,4.343293107E0
1.519928652E0,-1.107439518E0,-9.977684021E-1,1.333223104E0,1.999861974E0
1.527954651E0,-1.835204124E0,-1.436189651E0,-1.405102968E0,2.721199964E0
1.535980650E0,-1.713149071E0,-1.087664604E0,-2.047228336E0,2.882540180E0
1.544037166E0,-4.130706787E-1,-1.358767509E0,-1.298592567E0,1.924375012E0
1.552063165E0,1.010951996E-1,-6.988229752E-1,8.328051567E-1,1.091850823E0
1.560089165E0,4.889502525E-1,-3.146872520E-1,2.418387890E0,2.487307862E0
1.568115164E0,8.805832863E-1,-3.731961250E-1,2.844779968E0,3.001245631E0
1.576141163E0,9.429912567E-1,-4.356598854E-1,2.615089417E0,2.813845181E0
1.584167162E0,7.832956314E-1,-6.086611748E-1,2.605233669E0,2.787698503E0
1.592223678E0,5.192985535E-1,-7.949376106E-1,2.893124342E0,3.044957348E0
1.600249677E0,7.646756172E-1,-8.074531555E-1,3.272085905E0,3.455901556E0
1.608275676E0,8.213934898E-1,-6.448874474E-1,3.185449362E0,3.352261136E0
1.616301675E0,6.257305145E-1,-3.407955170E-1,2.943806410E0,3.028807759E0
1.624327674E0,4.426498413E-1,-6.533193588E-2,2.786180973E0,2.821880855E0
1.632414707E0,2.235960960E-1,2.690825462E-1,2.718644619E0,2.741063515E0
1.640440706E0,-2.214155197E-1,7.506208420E-1,2.645026445E0,2.758372958E0
1.648466705E0,-9.216527939E-1,1.223555088E0,2.447736502E0,2.887549984E0
1.656523222E0,-1.014060974E0,1.599234104E0,1.993276358E0,2.749367203E0
1.664549221E0,-1.191582680E0,2.219524384E0,1.362701178E0,2.864107587E0
1.672575220E0,-1.095144272E0,2.857580185E0,4.947421551E-1,3.099979885E0
1.680601219E0,-6.659469604E-1,3.151828289E0,-5.988030434E-1,3.276594574E0
1.688627218E0,-6.964921951E-2,3.158453465E0,-2.194891930E0,3.846846746E0
1.696683734E0,-1.004757881E-1,3.063416004E0,-3.546625614E0,4.687554399E0
1.704709734E0,-2.127132416E-1,2.485375404E0,-4.273934364E0,4.948621300E0
1.712735733E0,-6.429462433E-1,2.469304562E0,-3.914734364E0,4.672899531E0
1.720761732E0,-7.883920670E-1,2.202438354E0,-3.247397900E0,4.002235610E0
1.728787731E0,-6.454715729E-1,1.729350090E0,-2.042529345E0,2.753036761E0
1.736813730E0,-1.146078110E-1,1.149487972E0,-5.251100063E-1,1.268935801E0
1.744870245E0,1.184163094E-1,7.454309464E-1,7.988929749E-1,1.099054004E0
1.752896244E0,5.747604370E-2,8.912043571E-1,1.681265593E0,1.903733882E0
1.760922243E0,1.309013367E-1,9.898486137E-1,1.795131445E0,2.054125688E0
1.768948242E0,3.487596512E-1,7.308392525E-1,1.518981218E0,1.721355062E0
1.777004759E0,6.408424377E-1,1.715469360E-1,8.593401909E-1,1.085620995E0
1.785030758E0,7.809400558E-2,3.782262802E-1,4.405500889E-1,5.858653203E-1
1.793056757E0,-5.680291653E-1,9.106464386E-1,5.377507210E-1,1.200462372E0
1.801082756E0,-5.591957569E-1,4.643707275E-1,1.421153545E-1,7.406327303E-1
1.809139273E0,-9.677617550E-1,-3.758049011E-2,-1.842325926E-1,9.858583853E-1
1.817165272E0,-1.671363115E0,-1.075531006E0,-4.732298851E-2,1.988079745E0
1.825191271E0,-2.082308292E0,-1.701171875E0,6.753373146E-1,2.772376970E0
1.833217270E0,-2.262464046E0,-2.080524445E0,1.444654107E0,3.396225996E0
1.841273786E0,-2.165850639E0,-2.143311501E0,1.654388189E0,3.467231383E0
1.849299785E0,-1.921505809E0,-1.886155128E0,1.285205364E0,2.983541280E0
1.857325784E0,-1.720876932E0,-1.761123657E0,1.445612669E0,2.855305577E0
1.865351783E0,-1.268228054E0,-1.757781982E0,1.145241022E0,2.451484630E0
1.873377782E0,-5.830326080E-1,-1.756235123E0,8.797720671E-1,2.048972357E0
1.881434298E0,-3.102955818E-1,-1.717627525E0,6.336627007E-1,1.856894203E0
1.889460297E0,5.948567390E-2,-1.546117783E0,1.099946380E0,1.898394264E0
1.897486297E0,2.782037258E-1,-1.243006706E0,1.357615232E0,1.861607398E0
1.905512296E0,4.129645824E-1,-1.212845802E0,7.614812255E-1,1.490432267E0
1.913538295E0,5.861153603E-1,-1.350870132E0,2.073895335E-1,1.487074897E0
1.921564294E0,8.077120781E-1,-1.400846481E0,3.734896779E-1,1.659597603E0
1.929590293E0,9.471590519E-1,-9.946804047E-1,3.764911294E-1,1.424164649E0
1.937646809E0,8.195929527E-1,-6.174058914E-1,-6.936171651E-2,1.028461808E0
1.945672808E0,-2.506979704E-1,3.148698807E-1,-7.847645283E-1,8.819568464E-1
1.953698807E0,-8.170580864E-1,1.672428131E0,-1.057719827E0,2.140880894E0
1.961724806E0,-8.491758108E-1,2.269480228E0,-5.668108463E-1,2.488556730E0
1.969750806E0,-1.229066253E0,2.535112858E0,-1.025554776E0,2.998193398E0
1.977776805E0,-9.696057439E-1,2.527142048E0,-1.180738926E0,2.953087645E0
1.985833320E0,-1.072161078E0,1.676450729E0,-1.113167644E0,2.280166360E0
1.993859319E0,-1.034705162E0,-1.760387421E-2,-6.608160138E-1,1.227844645E0
2.001885318E0,-9.713853598E-1,-1.167120934E0,-4.665121734E-1,1.588519562E0
2.009911317E0,-8.269187808E-1,-2.304120064E0,-8.094713688E-1,2.578373099E0
2.017937316E0,-9.242758751E-1,-2.782720566E0,-1.410911083E0,3.253995963E0
2.025963315E0,-1.227486134E0,-2.433110237E0,-1.325974464E0,3.030669219E0
2.033989314E0,-1.311438560E0,-1.704447746E0,-4.058081210E-1,2.188536828E0
2.042045831E0,-1.142498016E0,-1.345230103E0,2.732651532E-1,1.785950612E0
2.050071830E0,-9.703434706E-1,-1.436332703E0,9.920383096E-1,1.997187545E0
2.058097829E0,-5.719450116E-1,-1.879195213E0,1.671310902E0,2.579103696E0
2.066123828E0,-2.492445111E-1,-2.302959442E0,2.345883369E0,3.296803573E0
2.074149827E0,7.342648506E-2,-2.633695602E0,2.649647713E0,3.736626416E0
2.082175826E0,3.115779161E-1,-2.773285866E0,2.611105204E0,3.821788282E0
2.090232343E0,5.665496588E-1,-2.716920853E0,2.455140114E0,3.705448747E0
2.098258342E0,9.064768553E-1,-2.723144531E0,2.097168207E0,3.554621065E0
2.106284341E0,1.255331874E0,-2.868650436E0,1.739485383E0,3.582013796E0
2.114310340E0,1.645377159E0,-2.887919426E0,1.589794636E0,3.684398403E0
2.122336339E0,1.944484472E0,-2.711707115E0,1.336623311E0,3.594570519E0
2.130362338E0,2.343830347E0,-2.361601830E0,1.041602135E0,3.486493784E0
2.138418854E0,2.671365261E0,-1.938409805E0,7.015004754E-1,3.374274418E0
2.146444853E0,2.756975889E0,-1.313066483E0,3.368105590E-1,3.072214347E0
2.154470852E0,2.698613405E0,-6.437149048E-1,-1.223848760E-1,2.777023811E0
2.162496851E0,2.643463373E0,-3.061952591E-1,-6.065510511E-1,2.729387902E0
2.170522850E0,2.291988850E0,-9.445667267E-2,-1.211649656E0,2.594268652E0
2.178579367E0,1.825054646E0,5.167484283E-2,-1.502816319E0,2.364730775E0
2.186605366E0,1.042653441E0,1.898059845E-1,-1.475541353E0,1.816693369E0
2.194631365E0,-5.842596292E-3,7.100610733E-1,-1.885761738E0,2.015023125E0
2.202657364E0,-4.896288514E-1,1.038684845E0,-1.691120386E0,2.044135705E0
2.210683363E0,-7.274576426E-1,1.068041801E0,-1.523889780E0,1.998036029E0
2.218739879E0,-7.585533261E-1,8.493070602E-1,-1.362763166E0,1.775907959E0
2.226765879E0,-6.750853658E-1,5.259218216E-1,-1.410352945E0,1.649675557E0
2.234791878E0,-4.530062377E-1,1.940021515E-1,-1.333485365E0,1.421631002E0
2.242817877E0,-1.930082440E-1,-5.306625366E-2,-1.291042566E0,1.306468185E0
2.250843876E0,4.586744308E-2,-2.610282898E-1,-1.311196923E0,1.337713333E0
2.258869875E0,3.174397945E-1,-3.077182770E-1,-1.286677122E0,1.360513351E0
2.266926390E0,5.486431122E-1,-7.511634827E-1,-1.425466299E0,1.702119271E0
2.274952389E0,5.570754409E-1,-1.634290695E0,-1.145448446E0,2.072025885E0
2.282978388E0,7.841311693E-1,-1.867705345E0,-4.872664809E-1,2.083413922E0
2.291004387E0,1.141362667E0,-1.385419846E0,-2.865747213E-1,1.817751897E0
2.299030387E0,1.259477735E0,-6.017293930E-1,-1.091679335E-1,1.400100019E0
2.307056386E0,1.268353224E0,-8.177852631E-2,1.476848125E-2,1.271072671E0
2.315112902E0,1.256767750E0,1.620035172E-1,1.989674568E-2,1.267322452E0
2.323138901E0,1.299108028E0,1.542739868E-1,-1.350450516E-1,1.315187933E0
2.331164900E0,1.336906195E0,-3.340721130E-2,-3.478840590E-1,1.381831225E0
2.339190899E0,1.423876405E0,-3.052911758E-1,-6.023886204E-1,1.575912043E0
2.347216898E0,1.467374444E0,-5.892858505E-1,-8.660416603E-1,1.802907022E0
2.355242897E0,1.428099632E0,-8.563318253E-1,-1.189960241E0,2.046650466E0
2.363268896E0,1.418280840E0,-1.043789864E0,-1.419211864E0,2.261676400E0
2.371325413E0,1.386500239E0,-1.172992706E0,-1.684628963E0,2.477149480E0
2.379351412E0,1.407462120E0,-1.360706329E0,-1.719851732E0,2.605832173E0
2.387377411E0,1.521900058E0,-1.467941284E0,-1.466742277E0,2.573395482E0
2.395403410E0,1.659128666E0,-1.530702591E0,-1.088349581E0,2.506045323E0
2.403429409E0,1.852651596E0,-1.666790962E0,-7.952587605E-1,2.615902625E0
2.411455408E0,1.975666761E0,-1.883818626E0,-5.033504963E-1,2.775859055E0
2.419481407E0,2.112485647E0,-2.146168709E0,-3.074805737E-1,3.027074502E0
2.427537923E0,2.161844969E0,-2.370255470E0,-1.251566410E-2,3.208089978E0
2.435563922E0,2.189971924E0,-2.589881897E0,4.713714123E-2,3.392003416E0
2.443589921E0,2.105552912E0,-2.742777824E0,1.302471161E-1,3.460223630E0
2.451615920E0,2.006384373E0,-2.840886116E0,1.888477802E-1,3.483084217E0
2.459641920E0,1.791189432E0,-2.848265648E0,9.890902042E-2,3.366119394E0
2.467698436E0,1.566448212E0,-2.697775841E0,-6.945490837E-2,3.120349094E0
2.475724435E0,1.312201977E0,-2.489727020E0,-4.536417723E-1,2.850685097E0
2.483750434E0,9.301231503E-1,-2.211723328E0,-7.374721766E-1,2.510122380E0
2.491776433E0,5.417559743E-1,-1.923358917E0,-9.744778872E-1,2.223154563E0
2.499802432E0,1.119827032E-1,-1.420685768E0,-1.292404652E0,1.923849776E0
2.507828431E0,-2.571668327E-1,-8.686408997E-1,-1.675197005E0,1.904457088E0
2.515854430E0,-5.441466570E-1,-3.005847931E-1,-1.883817077E0,1.983737276E0
2.523910947E0,-8.339315653E-1,1.062326431E-1,-2.023039341E0,2.190756811E0
