"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.909707083E0,2.033623695E0,-2.350119591E0,-8.550393581E-1,3.223318124E0
8.917763600E0,2.441138744E0,-2.367230415E0,-1.163373470E0,3.593936009E0
8.925789599E0,2.794968367E0,-2.408826828E0,-1.654161453E0,4.043580712E0
8.933815598E0,3.024191856E0,-2.491832733E0,-2.216163635E0,4.501816079E0
8.941841597E0,2.679477930E0,-2.345245361E0,-2.335737467E0,4.258573387E0
8.949867596E0,1.815053344E0,-2.155027390E0,-1.840320468E0,3.365314415E0
8.957924112E0,1.120997071E0,-2.172126770E0,-1.159208775E0,2.705278936E0
8.965950111E0,7.150074244E-1,-2.178322792E0,-8.530378342E-2,2.294254245E0
8.973976111E0,4.044259489E-1,-2.100677490E0,8.911976814E-1,2.317464039E0
8.982002110E0,-3.193530142E-1,-1.447220802E0,1.461772680E0,2.081637280E0
8.990028109E0,-1.275896907E0,-1.178426743E0,1.904677153E0,2.577672896E0
8.998084624E0,-2.103819132E0,-8.502979279E-1,1.772637367E0,2.879462579E0
9.006110623E0,-3.303008080E0,-2.351894379E-1,1.182640553E0,3.516221711E0
9.014136622E0,-4.282246590E0,5.219240189E-1,7.471063137E-1,4.378151251E0
9.022162621E0,-5.129438877E0,1.038274765E0,5.724620819E-1,5.264681426E0
9.030219138E0,-5.036297798E0,9.132833481E-1,1.632771492E-1,5.121039095E0
9.038245137E0,-4.771510601E0,6.681938171E-1,1.941537857E-1,4.821980100E0
9.046271136E0,-4.259750366E0,5.051040649E-1,7.208514214E-1,4.349739081E0
9.054297135E0,-3.860460997E0,1.072420120E0,1.217695594E0,4.187603919E0
9.062353651E0,-3.357507229E0,1.270941734E0,1.561653137E0,3.914959541E0
9.070379650E0,-3.024737835E0,1.359544754E0,1.138203621E0,3.506124412E0
9.078405649E0,-3.153507948E0,1.659357071E0,5.322725773E-1,3.602969936E0
9.086431648E0,-2.770809650E0,1.118461609E0,9.498680830E-1,3.135377468E0
9.094457647E0,-2.761295557E0,1.165566444E0,1.037331104E0,3.171648485E0
9.102514164E0,-2.215981483E0,7.257061005E-1,1.344407320E0,2.691589553E0
9.110540163E0,-1.470753193E0,5.222311020E-1,1.230544448E0,1.987480797E0
9.118566162E0,-8.158696890E-1,5.324916840E-1,8.608915806E-1,1.300125016E0
9.126592161E0,-3.522943854E-1,5.645446777E-1,4.795084000E-1,8.202135897E-1
9.134648677E0,-8.822607994E-2,6.616992950E-1,6.698989868E-1,9.457242996E-1
9.142674677E0,2.030095160E-1,5.284461975E-1,5.117260218E-1,7.631066561E-1
9.150700676E0,2.359152436E-1,4.765214920E-1,1.881786585E-1,5.640389544E-1
9.158726675E0,-4.448068142E-2,8.557329178E-1,1.249768734E-1,8.659541423E-1
9.166783190E0,-3.225215673E-1,1.015104294E0,1.028461456E-1,1.070062717E0
9.174809189E0,-6.897455454E-1,1.174933434E0,8.610737324E-2,1.365149065E0
9.182835188E0,-1.192703485E0,1.375725746E0,4.718816280E-2,1.821370269E0
9.190861187E0,-1.645431399E0,1.691426277E0,-4.141092300E-3,2.359742463E0
9.198887186E0,-1.913292527E0,1.963888645E0,-1.083709002E-1,2.743955385E0
9.206943703E0,-2.259624481E0,2.374867916E0,-1.070286036E-1,3.279840779E0
9.214969702E0,-2.611375570E0,2.428906918E0,-2.297649384E-1,3.573746369E0
9.222995701E0,-2.814104319E0,2.647793293E0,-2.275437713E-1,3.870628968E0
9.231021700E0,-2.779981613E0,2.727494240E0,-3.372269869E-1,3.909123257E0
9.239047699E0,-2.737216711E0,2.680209160E0,-3.265498877E-1,3.844803154E0
9.247073698E0,-2.577156067E0,2.546733379E0,-3.492874503E-1,3.639998080E0
9.255130215E0,-2.464190960E0,2.585658550E0,-5.943626165E-1,3.620930011E0
9.263156214E0,-2.729168415E0,2.758473396E0,-8.574574590E-1,3.974011702E0
9.271182213E0,-2.902743816E0,2.586402416E0,-9.180958867E-1,3.994783997E0
9.279208212E0,-2.917383909E0,2.440382957E0,-9.045403004E-1,3.909576832E0
9.287234211E0,-2.735021114E0,2.494968891E0,-8.175729513E-1,3.791257812E0
9.295260210E0,-2.401862621E0,2.532135487E0,-7.206643820E-1,3.563707525E0
9.303316726E0,-1.792850494E0,2.362596989E0,-6.436887383E-1,3.034882637E0
9.311342725E0,-8.725705743E-1,1.952841759E0,-7.081721425E-1,2.253104109E0
9.319368724E0,2.571976557E-2,1.528019905E0,-8.891022205E-1,1.768052345E0
9.327394723E0,9.708989263E-1,9.519052505E-1,-1.112694025E0,1.756945168E0
9.335420722E0,1.747644424E0,3.468675613E-1,-1.027871132E0,2.056963102E0
9.343446721E0,2.263794422E0,-2.727098465E-1,-7.974354625E-1,2.415582572E0
9.351472721E0,2.692589521E0,-7.896280289E-1,-9.926967621E-1,2.976406830E0
9.359529237E0,3.261252403E0,-1.196789742E0,-1.608413458E0,3.828193670E0
9.367555236E0,3.861351252E0,-1.826756477E0,-2.776615143E0,5.094768333E0
9.375581235E0,4.219572544E0,-2.674365044E0,-4.052412033E0,6.432656071E0
9.383607234E0,4.343057632E0,-3.863654137E0,-4.851937294E0,7.571741437E0
9.391633233E0,4.213733196E0,-4.745645523E0,-5.095346451E0,8.138750170E0
9.399689749E0,3.864943504E0,-4.939813614E0,-4.426065922E0,7.676562146E0
9.407715749E0,2.861430883E0,-4.485092163E0,-2.627591133E0,5.933639151E0
9.415741748E0,1.880879164E0,-4.021185875E0,-8.294289112E-1,4.516148203E0
9.423767747E0,1.542735696E0,-3.589114189E0,7.374450564E-2,3.907328031E0
9.431793746E0,1.395838499E0,-3.219988823E0,4.587776661E-1,3.539374250E0
9.439819745E0,1.019269943E0,-2.669535637E0,4.649392962E-1,2.895082086E0
9.447876260E0,-1.846476346E-1,-1.856206894E0,6.324305534E-1,1.969661694E0
9.455902259E0,-1.897082806E0,-1.131856918E0,1.423807502E0,2.628164960E0
9.463928258E0,-3.247166395E0,-7.357664108E-1,2.522358179E0,4.177048311E0
9.471954257E0,-3.329901218E0,-8.405628204E-1,3.266995907E0,4.740047493E0
9.479980258E0,-3.546150208E0,-8.652296066E-1,2.646448135E0,4.508601923E0
9.488036773E0,-4.328907967E0,-9.562158585E-1,-3.170418441E-1,4.444581924E0
9.496062772E0,-5.646580219E0,-1.613113403E0,-4.153858662E0,7.193090074E0
9.504088771E0,-5.153355598E0,-2.845196724E0,-4.887528896E0,7.651153968E0
9.512114770E0,-3.278136253E0,-3.202564240E0,-2.198921680E0,5.083094683E0
9.520171287E0,-2.110892773E0,-2.571609497E0,4.666025043E-1,3.359577593E0
9.528197286E0,-1.635464549E0,-1.629308701E0,2.680538654E0,3.537609166E0
9.536223285E0,-1.627491832E0,-8.340606689E-1,3.578152418E0,4.018402865E0
9.544249284E0,-1.810344219E0,-1.959676743E-1,3.427783012E0,3.881423180E0
9.552305800E0,-1.891812682E0,3.542852402E-1,2.885417938E0,3.468444887E0
9.560331799E0,-1.957728267E0,4.527778625E-1,2.439853430E0,3.160789857E0
9.568357798E0,-2.019423246E0,4.996051788E-1,2.118142128E0,2.968872119E0
9.576383797E0,-2.074981451E0,6.263704300E-1,2.007375717E0,2.954224976E0
9.584440313E0,-2.128974199E0,8.115739822E-1,1.922877550E0,2.981382488E0
9.592466312E0,-2.183553934E0,9.379367828E-1,1.911831021E0,3.050037876E0
9.600492312E0,-2.101370811E0,9.218387604E-1,1.992791533E0,3.039204515E0
9.608518311E0,-1.825733781E0,1.045831680E0,2.005674839E0,2.906853849E0
9.616544310E0,-1.459725142E0,1.286120415E0,1.928996325E0,2.739695244E0
9.624600826E0,-1.127164125E0,1.453682899E0,1.791279554E0,2.567562147E0
9.632626825E0,-9.181443453E-1,1.452852249E0,1.417308092E0,2.227673882E0
9.640651916E0,-8.197027445E-1,1.466405869E0,9.906848669E-1,1.950311582E0
9.648678823E0,-6.792337298E-1,1.367865562E0,7.627495527E-1,1.707103259E0
9.656704822E0,-6.590709090E-1,1.363461494E0,8.219797611E-1,1.723093856E0
9.664761338E0,-3.416442871E-1,1.199411392E0,1.171494722E0,1.711054760E0
9.672787337E0,1.447516680E-2,1.136498451E0,1.316353321E0,1.739144711E0
9.680813336E0,4.048862457E-1,8.632230759E-1,1.471570492E0,1.753455635E0
9.688839335E0,7.289856672E-1,2.645254135E-1,1.582127333E0,1.761965009E0
9.696889800E0,8.606961966E-1,-6.116113663E-1,1.504860401E0,1.838333820E0
9.704921851E0,7.720006704E-1,-9.917554855E-1,1.365694761E0,1.855986573E0
9.712947850E0,5.283752680E-1,-8.378934860E-1,1.224322438E0,1.574868677E0
9.720966031E0,2.953168154E-1,-5.269632339E-1,9.644830227E-1,1.138037685E0
9.728999848E0,-1.106220484E-2,-1.006689072E-1,2.044219971E-1,2.281336322E-1
9.737049377E0,7.760292292E-2,2.108039856E-1,2.121818066E-1,3.090010567E-1
9.745082364E0,1.771874428E-1,3.617353439E-1,3.657431602E-1,5.440734401E-1
9.753108363E0,2.170603871E-1,6.581573486E-1,4.279353619E-1,8.145029043E-1
9.761134362E0,1.178623438E-1,8.655500412E-1,3.296065331E-1,9.336535077E-1
9.769179070E0,-1.537251472E-2,1.228557587E0,2.089054585E-1,1.246287105E0
9.777208108E0,-9.047937393E-2,1.318961143E0,9.148931503E-2,1.325222740E0
9.785242876E0,-1.975259781E-1,1.374190331E0,3.421044350E-2,1.388735371E0
9.793268875E0,-1.150925756E-1,1.138067245E0,4.204583168E-2,1.144644577E0
9.801294874E0,8.081430197E-2,7.228860855E-1,9.255385399E-2,7.332540214E-1
9.809320873E0,2.948652506E-1,1.384305954E-1,1.753094196E-1,3.699215300E-1
9.817377389E0,4.286974370E-1,-9.793376923E-2,1.025125980E-1,4.515322230E-1
9.825403388E0,4.487740397E-1,-5.353069305E-2,-8.716201782E-2,4.602834900E-1
9.833429387E0,3.427079320E-1,2.660646439E-1,-4.463067055E-1,6.224377854E-1
9.841455386E0,2.190002799E-1,5.532140732E-1,-7.212126255E-1,9.349623439E-1
9.849511762E0,1.220260859E-1,7.500400543E-1,-9.528170824E-1,1.218733294E0
9.857537902E0,8.522284031E-2,8.439149857E-1,-1.024457932E0,1.330026123E0
9.865563901E0,1.584271789E-1,5.905866623E-1,-8.036384583E-1,1.009815106E0
9.873589900E0,3.208624721E-1,2.846088409E-1,-5.017421246E-1,6.600758122E-1
9.881615899E0,4.451129436E-1,8.414459229E-2,-2.465074062E-1,5.157244869E-1
9.889672415E0,4.953138232E-1,-7.001018524E-2,-1.542973518E-2,5.004750606E-1
9.897698414E0,4.782777429E-1,-1.803941727E-1,8.249258995E-2,5.177805368E-1
9.905724413E0,5.276728868E-1,-2.829151154E-1,-3.875684738E-2,5.999847758E-1
9.913750412E0,5.971919894E-1,-3.078527451E-1,-2.767987251E-1,7.266561216E-1
9.921776411E0,7.104072571E-1,-2.669429779E-1,-5.844373703E-1,9.578643245E-1
9.929832928E0,8.179548979E-1,-2.380323410E-1,-9.408636093E-1,1.269225725E0
9.937858927E0,7.170482874E-1,-2.036714554E-1,-1.351075649E0,1.543063744E0
9.945884926E0,7.546354532E-1,-3.736639023E-1,-1.673136473E0,1.873095042E0
9.953910925E0,7.754259109E-1,-5.193929672E-1,-1.719608307E0,1.956554913E0
9.961936924E0,8.363403082E-1,-6.643152237E-1,-1.590316057E0,1.915694388E0
9.969993439E0,9.766991138E-1,-7.703180313E-1,-1.341744661E0,1.829647443E0
9.978019440E0,1.225184679E0,-7.947845459E-1,-1.040144682E0,1.792947554E0
9.986045439E0,1.467454433E0,-7.888393402E-1,-7.963986397E-1,1.846602505E0
9.994071438E0,1.727260828E0,-9.060153961E-1,-5.429170132E-1,2.024611753E0
1.000209744E1,1.888168097E0,-1.000469208E0,-3.383557796E-1,2.163469905E0
1.001015395E1,1.846620083E0,-1.105992317E0,-2.172489166E-1,2.163428258E0
1.001817995E1,1.696233392E0,-1.201233864E0,-2.351236343E-1,2.091758504E0
1.002620595E1,1.558066487E0,-1.262161255E0,-4.582810402E-1,2.056852869E0
1.003423195E1,1.355135679E0,-1.422513962E0,-8.515865803E-1,2.141293624E0
1.004228847E1,1.063060880E0,-1.614451408E0,-1.318839788E0,2.340062002E0
1.005031447E1,7.053973079E-1,-1.871316910E0,-1.878055811E0,2.743447825E0
1.005834046E1,3.329440951E-1,-2.203915596E0,-2.403041840E0,3.277606719E0
1.006636646E1,1.439646482E-1,-2.563759804E0,-2.410158634E0,3.521711912E0
1.007439246E1,1.037800312E-1,-2.861842155E0,-1.977352262E0,3.480062181E0
1.008244898E1,2.194920182E-1,-3.091935158E0,-1.392520308E0,3.398139576E0
1.009047498E1,3.758069873E-1,-3.244066238E0,-8.150351048E-1,3.365929125E0
1.009850098E1,7.119762897E-1,-3.524544716E0,-4.117631912E-1,3.619236745E0
1.010652698E1,1.098191500E0,-3.821394920E0,-2.642753124E-1,3.984836904E0
1.011455298E1,1.522797346E0,-4.019334793E0,-2.501511574E-1,4.305408173E0
1.012260949E1,1.801107883E0,-4.117879868E0,-2.458062172E-1,4.501260369E0
1.013063549E1,2.094679832E0,-4.045188904E0,-2.217686176E-1,4.560747547E0
1.013866149E1,2.225349903E0,-3.833725929E0,-1.937859058E-1,4.437024867E0
1.014668749E1,2.101323128E0,-3.353424072E0,-3.192427158E-1,3.970255383E0
1.015471349E1,1.880386353E0,-2.723880768E0,-6.124475002E-1,3.366076531E0
1.016277000E1,1.567154408E0,-2.282046318E0,-7.382587194E-1,2.865088877E0
1.017079600E1,1.235883355E0,-1.806564331E0,-8.323134184E-1,2.341757455E0
1.017882200E1,9.220076799E-1,-1.160365105E0,-7.293969393E-1,1.651836927E0
1.018684800E1,6.744273901E-1,-5.912942886E-1,-2.565724850E-1,9.329044326E-1
1.019487400E1,2.346283793E-1,-1.291656494E-2,4.383606911E-1,4.973704952E-1
1.020290000E1,-2.082712650E-1,4.197282791E-1,9.296084642E-1,1.041019042E0
1.021095651E1,-1.111649990E0,1.042505264E0,1.010633588E0,1.828650643E0
1.021898251E1,-2.201960087E0,1.678143978E0,1.092594028E0,2.976332835E0
1.022700851E1,-3.240586758E0,1.990970612E0,1.245631456E0,4.002119968E0
1.023503451E1,-3.946139336E0,1.791555882E0,1.395172358E0,4.552822645E0
1.024309103E1,-4.396007061E0,1.506361008E0,1.291157007E0,4.822975014E0
1.025111703E1,-4.768311501E0,1.399295807E0,1.145493269E0,5.099703732E0
1.025914303E1,-5.216627598E0,1.328465462E0,7.822905183E-1,5.439669331E0
1.026716903E1,-4.979572773E0,1.221484184E0,3.563180566E-1,5.139565271E0
1.027519502E1,-4.317990303E0,1.102774620E0,-1.578373313E-1,4.459379412E0
1.028325154E1,-3.089384317E0,1.404650688E0,-3.817551136E-1,3.415124593E0
1.029127754E1,-2.039250612E0,2.102829456E0,-1.189000905E-1,2.931650050E0
1.029930354E1,-1.576253891E0,2.673358440E0,7.070379257E-1,3.182974129E0
1.030732954E1,-1.728190660E0,2.656684399E0,1.826464057E0,3.657948319E0
1.031535554E1,-1.969393730E0,2.316190720E0,3.028985977E0,4.291620575E0
1.032341205E1,-2.224835396E0,2.104443550E0,3.994457722E0,5.033315774E0
1.033143805E1,-1.908275247E0,1.616896629E0,4.281183720E0,4.958266145E0
1.033946405E1,-1.546307445E0,1.263025284E0,3.697993040E0,4.202553046E0
1.034749005E1,-1.454533100E0,1.078798294E0,2.342017651E0,2.960493029E0
1.035554657E1,-1.344560027E0,1.066792488E0,8.808305264E-1,1.929183842E0
1.036357257E1,-1.199615955E0,1.011608124E0,-3.020120412E-2,1.569503600E0
1.037159857E1,-1.091000676E0,9.253215790E-1,-4.519419670E-1,1.500251326E0
1.037962456E1,-9.508178234E-1,8.247575760E-1,-2.156116366E-1,1.277015258E0
1.038768108E1,-8.221058249E-1,7.768898010E-1,5.194796324E-1,1.244698694E0
1.039570708E1,-5.602609515E-1,7.696657181E-1,1.329824448E0,1.635454283E0
1.040373308E1,-3.090125918E-1,8.317193985E-1,1.831496239E0,2.035098133E0
1.041175908E1,-5.844926834E-1,9.439039230E-1,1.888648510E0,2.190794264E0
1.041978508E1,-5.512855053E-1,9.316120148E-1,1.713581920E0,2.026864487E0
1.042784159E1,-3.972145319E-1,9.888467789E-1,1.510718822E0,1.848747873E0
1.043586759E1,-4.669619203E-1,1.005483627E0,1.448680282E0,1.824205394E0
1.044389359E1,-3.774690628E-1,9.192819595E-1,1.275156856E0,1.616659278E0
1.045191959E1,-7.094101906E-1,9.576501846E-1,1.339234710E0,1.792737098E0
1.045997611E1,-1.376142740E0,1.316930771E0,1.290934682E0,2.300997142E0
1.046800210E1,-2.143727303E0,1.851102829E0,1.061874270E0,3.024851302E0
1.047602810E1,-2.439577818E0,1.844298840E0,9.291232228E-1,3.196286611E0
1.048405410E1,-2.545126915E0,1.799214363E0,9.045744538E-1,3.245473506E0
1.049211062E1,-2.463926077E0,2.012629986E0,6.970004439E-1,3.256903559E0
1.050013662E1,-2.213808537E0,2.149309158E0,4.392074347E-1,3.116629793E0
1.050816262E1,-1.782244563E0,2.053560257E0,1.161034554E-1,2.721577745E0
1.051618862E1,-1.477377534E0,1.866600037E0,-2.893464565E-1,2.398032828E0
1.052424513E1,-1.084935665E0,1.607597351E0,-6.052378416E-1,2.031690795E0
1.053227113E1,-5.336638689E-1,1.171242714E0,-8.122702837E-1,1.521968999E0
1.054029713E1,-8.877879381E-2,1.151401520E0,-8.372396827E-1,1.426386140E0
1.054832313E1,3.810207844E-1,6.120519638E-1,-7.461469173E-1,1.037554657E0
1.055637965E1,6.952236891E-1,9.915924072E-2,-7.873499393E-1,1.055030075E0
1.056440564E1,1.089993715E0,-2.914581299E-1,-8.785236478E-1,1.429978301E0
1.057243164E1,1.403628588E0,-6.388006210E-1,-1.112359285E0,1.901468544E0
1.058045764E1,2.022909403E0,-1.026586533E0,-1.376424670E0,2.653410491E0
1.058851416E1,2.709693432E0,-1.474028587E0,-1.580895424E0,3.466183652E0
1.059654016E1,3.088631630E0,-1.890071869E0,-1.755597353E0,4.024194215E0
1.060456616E1,3.197701216E0,-2.183782578E0,-1.928210378E0,4.325759433E0
1.061259216E1,3.004554749E0,-2.309756279E0,-1.936391473E0,4.255811937E0
1.062064867E1,2.262427807E0,-2.031256676E0,-1.646860600E0,3.457850936E0
1.062867467E1,1.597715378E0,-1.791332245E0,-1.151648998E0,2.662303712E0
1.063670067E1,1.583268166E0,-1.951560020E0,-8.584567308E-1,2.655611522E0
1.064472667E1,1.689356565E0,-1.987589836E0,-8.413159847E-1,2.740848691E0
1.065275267E1,1.632039309E0,-1.676729202E0,-9.101542830E-1,2.510648112E0
1.066077867E1,1.481142879E0,-1.323023796E0,-9.319173694E-1,2.193774413E0
1.066883518E1,1.401311874E0,-1.098828316E0,-7.882255912E-1,1.947408077E0
1.067686118E1,1.245659947E0,-9.226980209E-1,-5.608638525E-1,1.648517092E0
1.068488718E1,8.716176748E-1,-8.688240051E-1,-2.337114215E-1,1.252674559E0
1.069291318E1,-3.814295530E-1,-5.613040924E-1,3.693536520E-1,7.726402192E-1
1.070093918E1,-1.686779976E0,-6.583280563E-1,1.258313060E0,2.204988497E0
1.070896518E1,-2.548678637E0,-8.172559738E-1,1.932204843E0,3.301073412E0
1.071699118E1,-2.872940063E0,-1.095515251E0,2.126127481E0,3.738229038E0
1.072504770E1,-3.052212477E0,-1.569982529E0,1.661681056E0,3.813401379E0
1.073307369E1,-3.205658197E0,-2.217183113E0,-3.225392401E-1,3.911032728E0
1.074109969E1,-3.035186291E0,-3.199935913E0,-3.986451864E0,5.945060482E0
1.074912569E1,-2.163869381E0,-3.547925949E0,-5.361954689E0,6.783853427E0
1.075715169E1,-1.788312078E0,-2.587576866E0,-3.546771765E0,4.740591110E0
1.076516549E1,-1.915824413E0,-1.425189972E0,-3.282787502E-1,2.410252389E0
1.077323421E1,-2.124211788E0,-1.260965347E0,2.095514774E0,3.239365910E0
1.078123638E1,-2.463592052E0,-1.324534416E0,3.097211838E0,4.173295866E0
1.078928620E1,-2.394920111E0,-3.952693939E-1,2.484131336E0,3.473152563E0
1.079731220E1,-1.999039412E0,-8.691215515E-2,1.763915300E0,2.667416255E0
1.080536726E1,-1.804519176E0,7.948112488E-2,1.031654000E0,2.080124199E0
1.081338565E1,-1.775967240E0,3.936338425E-1,6.763873696E-1,1.940749112E0
1.082141730E1,-1.689615488E0,5.611591339E-1,8.774304390E-1,1.984838595E0
1.082944672E1,-1.366979361E0,7.854681015E-1,1.293788195E0,2.039480474E0
1.083747272E1,-1.064189434E0,8.675565720E-1,1.551620960E0,2.071878655E0
1.084552923E1,-7.826439738E-1,9.963998795E-1,1.607871771E0,2.047094512E0
1.085355523E1,-6.410340071E-1,1.073682785E0,1.362311125E0,1.849219003E0
1.086157038E1,-5.776146054E-1,1.087490082E0,1.073627710E0,1.633692067E0
1.086960723E1,-5.181025267E-1,1.136425972E0,9.626417160E-1,1.576887216E0
1.087763323E1,-4.816533327E-1,1.204057693E0,9.960618019E-1,1.635201509E0
1.088566818E1,-4.165288210E-1,1.218791008E0,1.196709037E0,1.758141149E0
1.089369538E1,-2.035331428E-1,1.166500092E0,1.426593661E0,1.854000453E0
1.090172261E1,-7.170446217E-2,1.281706810E0,1.654885411E0,2.094411517E0
1.090976774E1,-1.490739733E-1,1.298740387E0,1.821545362E0,2.242092137E0
1.091779374E1,-2.915212512E-1,1.176792145E0,1.820031404E0,2.186855895E0
1.092583807E1,-6.045717001E-1,9.136056900E-1,1.744682789E0,2.060121436E0
1.093385772E1,-8.638017178E-1,6.026859283E-1,1.656042695E0,1.962615893E0
1.094189715E1,-1.028983712E0,3.994836807E-1,1.567255259E0,1.916946462E0
1.094992826E1,-1.075159550E0,3.686361313E-1,1.619438648E0,1.978494930E0
1.095795425E1,-1.409124017E0,4.262399673E-1,1.500552773E0,2.102134541E0
1.096599530E1,-1.656468272E0,2.704877853E-1,1.398946524E0,2.184971889E0
1.097401130E1,-1.674997449E0,7.139873505E-2,1.638355255E0,2.344125034E0
1.098204772E1,-1.565969110E0,9.170818329E-2,2.011989594E0,2.551229462E0
1.099008877E1,-1.387919068E0,1.851940155E-1,1.927486181E0,2.382397772E0
1.099811477E1,-1.172972679E0,3.495826721E-1,1.672669291E0,2.072654218E0
1.100613865E1,-1.152150035E0,5.396881104E-1,1.189196110E0,1.741522422E0
1.101419728E1,-1.090347409E0,4.997110367E-1,8.787388802E-1,1.486859312E0
1.102222328E1,-8.716122508E-1,4.647750854E-1,5.424208641E-1,1.126918005E0
1.103027980E1,-7.472876310E-1,5.887193680E-1,1.802153587E-1,9.682493859E-1
1.103830580E1,-6.249547005E-1,6.512956619E-1,-2.363228798E-2,9.029467880E-1
1.104631122E1,-3.868834674E-1,6.094875336E-1,-6.908416748E-2,7.252078965E-1
1.105435779E1,-1.647596359E-1,6.764793396E-1,-1.403737068E-1,7.102639031E-1
1.106238379E1,6.926116347E-2,7.394199371E-1,-1.769013405E-1,7.634350244E-1
1.107044031E1,2.254405916E-1,7.528438568E-1,-2.459738255E-1,8.234685518E-1
1.107846631E1,3.424632251E-1,7.544717789E-1,-2.661430836E-1,8.702533347E-1
1.108649231E1,4.205382466E-1,6.795845032E-1,-3.023562431E-1,8.544628790E-1
1.109450168E1,3.628120124E-1,6.046237946E-1,-2.689266205E-1,7.546681499E-1
1.110253892E1,4.057121277E-1,4.335718155E-1,-1.904628277E-1,6.235887575E-1
1.111060082E1,5.379523039E-1,3.980884552E-1,-1.742739677E-1,6.915479125E-1
1.111862682E1,7.305712700E-1,3.804655075E-1,-1.258969307E-1,8.332697163E-1
1.112664349E1,9.165849686E-1,3.185853958E-1,-2.126390934E-1,9.933982299E-1
1.113465730E1,1.039557576E0,3.514127731E-1,-3.288431168E-1,1.145560425E0
1.114270176E1,1.053741932E0,3.495540619E-1,-5.035061836E-1,1.219048226E0
1.115076133E1,9.885265827E-1,2.608547211E-1,-7.298095226E-1,1.256125762E0
1.115878733E1,9.004106522E-1,2.245340347E-1,-8.985099792E-1,1.291694646E0
1.116679603E1,7.726905942E-1,1.717901230E-1,-1.041018605E0,1.307777633E0
1.117483303E1,6.642322540E-1,1.008214951E-1,-1.100193858E0,1.289106662E0
1.118286238E1,5.375523567E-1,1.074390411E-1,-1.154885411E0,1.278384135E0
1.119092185E1,4.812049866E-1,8.402156830E-2,-1.097080588E0,1.200917849E0
1.119894785E1,4.423413277E-1,5.912590027E-2,-1.027981997E0,1.120673328E0
1.120695611E1,7.190972567E-1,-9.905719757E-2,-8.405232430E-1,1.110582061E0
1.121500142E1,9.305578470E-1,-2.876367569E-1,-7.222435474E-1,1.212562803E0
1.122301826E1,1.008823991E0,-4.635696411E-1,-5.113644600E-1,1.222340488E0
1.123108236E1,9.686740637E-1,-6.722583771E-1,-2.561089993E-1,1.206587165E0
1.123910836E1,9.276089668E-1,-8.446826935E-1,-1.278259754E-1,1.261065711E0
1.124713434E1,9.093382359E-1,-9.381456375E-1,-5.063486099E-2,1.307507994E0
1.125517518E1,9.826573133E-1,-1.039263725E0,-6.128668785E-2,1.431586723E0
1.126319345E1,1.054083705E0,-1.133870125E0,-6.882071495E-2,1.549674226E0
1.127124287E1,1.182422042E0,-1.094575882E0,-4.265689850E-2,1.611843000E0
1.127926887E1,1.319913149E0,-9.808406830E-1,-5.541801453E-3,1.644460361E0
1.128727964E1,1.441794276E0,-8.593606949E-1,5.285978317E-2,1.679305123E0
1.129531707E1,1.609522820E0,-8.041009903E-1,9.713912010E-2,1.801826328E0
1.130336199E1,1.699795246E0,-8.127317429E-1,2.584345341E-1,1.901742667E0
1.131140338E1,1.738647461E0,-1.028896332E0,3.037459850E-1,2.042984160E0
1.131942938E1,1.710396767E0,-1.226994514E0,3.778557777E-1,2.138632186E0
1.132745184E1,1.596177578E0,-1.318463326E0,3.801617622E-1,2.104911249E0
1.133547207E1,1.399765015E0,-1.353519440E0,3.272771835E-1,1.974453678E0
1.134353790E1,1.148931265E0,-1.502311707E0,2.263331413E-1,1.904786131E0
1.135156390E1,1.035952926E0,-1.880058289E0,9.083747864E-5,2.146582782E0
1.135958990E1,8.632476330E-1,-1.981564522E0,-3.462736607E-1,2.188995175E0
1.136762315E1,6.727518439E-1,-2.115520477E0,-8.957624435E-1,2.393827957E0
1.137565495E1,6.855585575E-1,-2.266799927E0,-1.497543335E0,2.801965111E0
1.138368511E1,9.422042966E-1,-2.451341629E0,-1.754251719E0,3.158199457E0
1.139172441E1,1.314429164E0,-2.642167091E0,-1.676215291E0,3.393886956E0
1.139975041E1,1.668445826E0,-2.767587662E0,-1.347880721E0,3.501433332E0
1.140777492E1,2.039242029E0,-2.838248253E0,-9.230618477E-1,3.614720511E0
1.141579426E1,2.362286806E0,-2.852046967E0,-5.967447758E-1,3.751089866E0
1.142385203E1,2.586399555E0,-2.864708900E0,-4.520933628E-1,3.885924363E0
1.143188492E1,2.676195860E0,-2.752009392E0,-4.870047569E-1,3.869464253E0
1.143991092E1,2.664573669E0,-2.585907936E0,-6.747016907E-1,3.773870038E0
1.144796744E1,2.550803661E0,-2.249254227E0,-1.074371696E0,3.566513485E0
1.145598626E1,2.154090881E0,-1.719549179E0,-1.550668120E0,3.162519332E0
1.146401222E1,1.626489162E0,-1.494038582E0,-1.882091641E0,2.901704193E0
1.147204543E1,1.241791964E0,-1.146541595E0,-2.072156429E0,2.674030138E0
1.148010195E1,1.042220831E0,-8.177986145E-1,-1.914638042E0,2.328273538E0
1.148812795E1,7.342277765E-1,-5.494680405E-1,-1.708958626E0,1.939470325E0
1.149615395E1,4.275828898E-1,-2.175998688E-1,-1.542104959E0,1.615012240E0
